lat,long
59.35079371084292,18.067961150791138
59.35079400004933,18.067961300156778
59.350794000006154,18.067961299963248
59.35079400000619,18.06796129996306
59.35079405955109,18.06796212347037
59.35079418765612,18.067964133000043
59.35079432322809,18.06796647478908
59.35079449672822,18.067969010323075
59.35079460302446,18.067971480463452
59.35079458511936,18.0679736991635
59.35079451889511,18.06797481500902
59.350794402143265,18.067976446558415
59.35080218539762,18.067964273304824
59.35080286293548,18.06796516879297
59.35080383186448,18.0679659423293
59.35080492553506,18.067966739795004
59.350805644298596,18.067967330242677
59.35080662608826,18.067968151064576
59.35080764862173,18.067969087949173
59.350808366197235,18.067969876461
59.35080934655435,18.067970980453318
59.35081026655075,18.067972008953753
59.35081464338612,18.067959382854923
59.3508157619947,18.067958810147328
59.35081673973585,18.06795834185163
59.35081762096485,18.067957979984953
59.35081877357777,18.067957491563117
59.350819671336005,18.067957213956042
59.35082051291484,18.067957193308484
59.35082170568634,18.067957360992796
59.350822472394015,18.067957628433387
59.350823339273504,18.067958202017206
59.350827032097385,18.06796489134532
59.35082764548615,18.067965937447305
59.35082836097142,18.067967337161527
59.35082922274395,18.067968942376144
59.35082978567857,18.067969944861186
59.350830551497566,18.067971291950037
59.350831401694656,18.067972797213148
59.35083197819776,18.067973819542043
59.350832779913574,18.06797521991661
59.350833630069545,18.067976683545677
59.350835386836835,18.067980523439765
59.35083617836355,18.067981960863488
59.350837000691286,18.067983461713773
59.350837543166094,18.067984495908448
59.350838336440816,18.067985988011248
59.35083908901386,18.067987479483207
59.35083953020179,18.067988467938306
59.35084020030605,18.067989971978385
59.350840932839375,18.067991647696008
59.35084141487315,18.067992845587316
59.35084439602156,18.06799895637395
59.35084505744871,18.068000515111567
59.35084554412652,18.06800170532595
59.35084622481067,18.06800336855126
59.350846825334905,18.06800496861303
59.35084726800065,18.068006331637505
59.35084787443485,18.068008246330308
59.350848338274645,18.068009875033574
59.35084865959557,18.068011368237784
59.350849072459134,18.068013455582257
59.35085005802585,18.068020104021457
59.350850190764625,18.06802156147394
59.350850371524615,18.068023703677348
59.350850527648134,18.0680255861762
59.350850632859135,18.068027327698474
59.35085077839272,18.06802960535451
59.35085087551217,18.068031270060807
59.350850959124166,18.068033000216523
59.35085108081684,18.068035270254345
59.350851161988984,18.068036955678192
59.35085070146987,18.068042568590045
59.35085070237275,18.068042933751357
59.350850692711255,18.06804325725465
59.35085063590215,18.068044707696327
59.350850642933075,18.068046826342233
59.35085082804169,18.06804839070762
59.35085124376454,18.068050267397197
59.35085182200439,18.068052183305063
59.35085240690255,18.06805341500119
59.35085329602838,18.068054818269104
59.35085330341495,18.068062770583673
59.35085369974945,18.06806340323048
59.35085436607008,18.068064237437998
59.35085531160821,18.06806542240116
59.350856097049444,18.06806620143311
59.35085711691512,18.068066765180042
59.35085825519707,18.06806710151029
59.35085904717087,18.068067032513728
59.35086010580714,18.068066611465685
59.350861193288594,18.06806600366355
59.35086391227628,18.068063626896443
