lat,long
59.350888746496985,18.067974424569744
59.35088906370653,18.067975282621028
59.35088929711205,18.067975882045058
59.35088954665909,18.067976481552492
59.35088990331699,18.067977328944803
59.35089015762557,18.06797789237521
59.350890459673096,18.067978517442874
59.35089106820245,18.067978167853063
59.35089132306376,18.067978590279047
59.35089168416451,18.067979181445423
59.350892084546714,18.06797985539098
59.350892330864426,18.06798029685971
59.35089264188072,18.067980866553086
59.350892990567694,18.067981524141416
59.350893186624866,18.067981908855966
59.35089355123577,18.067982636612154
59.350893870428806,18.067983277031768
59.35089412610314,18.067983801234828
59.35089406079291,18.06798481459042
59.350894300881706,18.06798537441749
59.35089455377529,18.067985971886255
59.350894918488336,18.067986831113434
59.350895179373225,18.067987424567754
59.35089548477286,18.067988093592525
59.35089580915876,18.067988796170933
59.350895967365155,18.06798913504131
59.35089610479989,18.067989427617736
59.35089647150096,18.067990210333967
59.350896765571264,18.067990705085602
59.350897028011374,18.06799125049436
59.35089734137529,18.06799193219853
59.35089755650699,18.06799238847549
59.350897831273016,18.06799297499143
59.35089821942723,18.067993804357812
59.35089850028003,18.067994396133606
59.3508988132782,18.067995044889358
59.35089911679563,18.067995674471987
59.3508993134614,18.067996077734257
59.35089694569325,18.06799779788275
59.3508972136813,18.067998691490455
59.350897415553035,18.067999285075842
59.35089762728253,18.06799999302538
59.350897847676165,18.06800070444454
59.35089803198544,18.06800123319819
59.35089833731892,18.068002039258047
59.35089865022808,18.068002775246402
59.35089877579055,18.068003037191126
59.35090395263779,18.06799874138077
59.35090397036676,18.067998750967735
59.35090438253543,18.06799895358173
59.35090505341823,18.06799924462598
59.350905528167964,18.067999367234872
59.35090595090027,18.067999401737083
59.35090650185734,18.067999423194557
59.35090683330958,18.067999388204097
59.35090725607167,18.067999285688728
59.3509077793002,18.06799913393926
59.3509058421819,18.067999300896748
59.35090625889855,18.06799898101486
59.35090673968256,18.06799857910765
59.350907067223304,18.067998247281736
59.3509074850846,18.06799778157196
59.350907867356426,18.067997310940797
59.350908206902425,18.067996822993557
59.35090865041859,18.067996144384583
59.35090893256236,18.067995651237908
59.35090925102558,18.067995036341195
59.35091020594065,18.067996011452212
59.35091052659189,18.067995519918387
59.35091088352951,18.067994933810613
59.35091120620251,18.067994354391583
59.350911474159155,18.06799382639451
59.35091185166519,18.067993045392342
59.350912132513784,18.067992400614028
59.35091242178423,18.067991672840723
59.35091270145786,18.067990938478786
59.35091287602612,18.067990419916832
59.35091372681066,18.06799161704166
59.3509140477507,18.06799096851472
